applicant_id,age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status
C60390,36,China,Spain,Married,2,Bachelor,Nurse,1,Family Sponsor,High,TOEFL 69,Tourism,Short-term,Previous Visa,US,Visitor,0,Clear,Failed,70,Paid
C06481,40,Australia,Sri Lanka,Single,0,High School,Sales,19,University Admission,Medium,IELTS 6.5,PR,Permanent,Clean,UK,PR,0,Clear,Passed,60,Paid
C64423,59,South Korea,South Africa,Widowed,4,Master,Farmer,34,None,High,IELTS 6.5,Family,Long-term,Clean,Canada,Family,0,Clear,Passed,73,Paid
C08299,42,Sri Lanka,Guatemala,Married,3,Bachelor,Teacher,40,Family Sponsor,Medium,IELTS 6.0,Tourism,Short-term,Clean,Canada,Visitor,2,Clear,Passed,88,Paid
C84917,31,Paraguay,UK,Single,1,Bachelor,Farmer,28,None,Medium,IELTS 8.5,Study,Short-term,Clean,Germany,Student,0,Clear,Passed,78,Paid
C37940,29,Paraguay,Philippines,Married,0,Master,Analyst,34,None,Medium,TOEFL 105,PR,Permanent,Clean,Australia,PR,1,Clear,Passed,100,Paid
C28130,50,Qatar,Ethiopia,Single,5,High School,Manager,0,Job Offer,Medium,IELTS 8.0,Tourism,Short-term,Previous Visa,US,Visitor,1,Clear,Passed,86,Paid
C40976,61,Qatar,South Korea,Married,4,Bachelor,Analyst,36,Job Offer,Medium,IELTS 7.0,Work,Short-term,Clean,US,Work,0,Clear,Passed,100,Paid
C61738,46,Singapore,Peru,Single,2,Bachelor,Chef,32,Family Sponsor,Medium,IELTS 8.5,Work,Short-term,Previous Visa,Australia,Work,1,Clear,Passed,78,Paid
C62872,26,China,Egypt,Divorced,5,High School,Sales,38,Job Offer,High,TOEFL 88,Study,Short-term,Clean,Canada,Student,1,Clear,Passed,68,Paid
C36707,38,Ethiopia,Vietnam,Divorced,3,Master,Technician,31,Family Sponsor,Medium,IELTS 7.5,Work,Long-term,Clean,Canada,Work,1,Clear,Passed,99,Waived
C10958,62,Vietnam,Denmark,Single,2,High School,Farmer,24,Job Offer,Low,TOEFL 67,Study,Short-term,Clean,US,Student,0,Clear,Passed,87,Paid
C58088,34,Vietnam,Greece,Married,2,Bachelor,Designer,33,Job Offer,Medium,TOEFL 66,Tourism,Long-term,Clean,Australia,Visitor,0,Clear,Passed,88,Paid
C19637,51,Ethiopia,UK,Married,5,High School,Sales,20,Family Sponsor,Low,TOEFL 78,Study,Long-term,Clean,Canada,Student,0,Pending,Passed,82,Paid
C82700,64,Switzerland,Malaysia,Single,1,High School,Driver,28,None,Low,IELTS 6.5,Family,Long-term,Previous Visa,US,Family,0,Clear,Passed,73,Pending
A04506,unknown,Thailand,Peru,Married,1,High School,Doctor,-3,University Admission,Low,None,Study,Short-term,Previous Visa,Australia,Visitorrr,0,Clear,Passed,82,Pending
C13983,45,Nepal,France,Married,4,High School,Developer,22,Job Offer,High,IELTS 7.5,Tourism,Short-term,Previous Visa,US,Visitor,0,Clear,Passed,70,Paid
C105692,65,Egypt,Algeria,Single,1,High School,Farmer,17,Family Sponsor,Medium,IELTS 7.0,Tourism,Long-term,Clean,Australia,Visitor,0,Clear,Passed,88,Paid
C01511,31,South Africa,Poland,Single,3,High School,Accountant,18,Job Offer,Low,TOEFL 106,PR,Permanent,Previous Visa,US,PR,0,Clear,Pending,91,Paid
C56882,61,Greece,Thailand,Single,3,Bachelor,Developer,0,Job Offer,Medium,IELTS 6.0,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,100,Waived
C20521,47,Tunisia,Saudi Arabia,Married,5,Bachelor,Driver,7,Job Offer,Medium,IELTS 7.5,Work,Long-term,Previous Visa,Australia,Work,0,Clear,Passed,94,Paid
C103798,61,Thailand,France,Single,5,Master,Driver,23,None,Medium,None,Tourism,Short-term,Clean,US,Visitor,0,Clear,Pending,79,Pending
C89455,61,US,Portugal,Single,4,High School,Designer,32,None,High,IELTS 5.5,Family,Short-term,Clean,Australia,Family,0,Clear,Passed,93,Paid
C98547,37,China,Thailand,Single,3,Master,Artist,26,University Admission,Medium,IELTS 6.0,Work,Short-term,Clean,UK,Work,0,Clear,Passed,90,Paid
C23720,23,India,Qatar,Single,3,Bachelor,Farmer,21,None,Medium,IELTS 6.5,Study,Short-term,Previous Visa,Canada,Student,0,Minor Offense,Failed,92,Waived
C76186,61,Tunisia,Italy,Married,3,Master,Nurse,29,Job Offer,Medium,TOEFL 113,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,67,Paid
C65259,60,South Korea,France,Married,0,Bachelor,Accountant,14,Job Offer,Medium,IELTS 8.0,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,97,Paid
C31502,32,India,Turkey,Married,5,High School,Teacher,17,Job Offer,Medium,TOEFL 106,Study,Long-term,Clean,UK,Student,0,Clear,Passed,96,Paid
C45792,65,Chile,Singapore,Single,3,Bachelor,Artist,32,None,Medium,IELTS 7.5,Study,Short-term,Clean,US,Student,0,Clear,Passed,82,Paid
C69726,28,Morocco,Vietnam,Single,4,Bachelor,Manager,20,Job Offer,Low,None,Study,Long-term,Clean,Australia,Student,0,Clear,Passed,100,Paid
C04778,64,Sweden,Germany,Single,1,Bachelor,Nurse,9,Job Offer,Medium,None,Study,Short-term,Previous Visa,Australia,Student,0,Clear,Passed,67,Paid
C03526,42,Sri Lanka,Denmark,Married,4,High School,Designer,8,None,Low,TOEFL 87,Study,Long-term,Previous Visa,UK,Student,0,Clear,Passed,72,Paid
C64044,39,Venezuela,Nigeria,Married,5,High School,Teacher,5,Job Offer,Low,None,Tourism,Short-term,Rejected,Australia,Visitor,1,Clear,Passed,62,Paid
C37660,30,South Africa,US,Single,0,Bachelor,Technician,14,University Admission,High,TOEFL 91,Work,Short-term,Clean,Germany,Work,0,Clear,Passed,66,Paid
C80748,52,Pakistan,Indonesia,Single,3,Master,Developer,35,None,High,IELTS 7.0,Family,Long-term,Previous Visa,Australia,Family,0,Clear,Passed,80,Paid
C92474,30,Denmark,Argentina,Divorced,1,High School,Engineer,26,Family Sponsor,High,TOEFL 72,Work,Long-term,Clean,UK,Work,0,Clear,Passed,67,Paid
C54033,35,Denmark,Honduras,Single,3,High School,Designer,35,Job Offer,Low,IELTS 6.0,PR,Permanent,Clean,UK,PR,2,Clear,Passed,79,Paid
C100393,44,New Zealand,Sweden,Married,5,Bachelor,Analyst,14,University Admission,Medium,IELTS 8.0,Study,Long-term,Clean,US,Student,0,Clear,Passed,73,Paid
C35554,58,Canada,UAE,Married,5,High School,Chef,10,Job Offer,Low,IELTS 8.5,Family,Short-term,Rejected,US,Family,0,Clear,Passed,97,Waived
C07538,27,Brazil,Ghana,Married,5,Master,Sales,28,Job Offer,High,IELTS 8.0,Study,Long-term,Clean,US,Student,2,Pending,Passed,90,Paid
A00405,55,Narnia,Sweden,Divorced,3,Master,Artist,11,Job Offer,Low,TOEFL ABC,Tourism,Long-term,Clean,US,,0,Clear,Passed,62,Paid
C01496,24,Switzerland,Mexico,Single,2,High School,Teacher,4,University Admission,Medium,TOEFL 103,Work,Long-term,Previous Visa,Australia,Work,0,Clear,Passed,72,Paid
C91753,48,Sri Lanka,Vietnam,Single,2,Master,Accountant,0,Job Offer,Medium,IELTS 5.5,Work,Short-term,Previous Visa,US,Work,0,Minor Offense,Passed,77,Paid
C03709,44,Chile,Oman,Married,2,PhD,Teacher,1,Family Sponsor,Low,TOEFL 78,Family,Short-term,Clean,Canada,Family,0,Clear,Passed,92,Paid
A08572,27,Algeria,Philippines,Widowed,4,High School,Doctor,8,None,Medium,None,Study,Short-term,Rejected,US,Student,1,Clear,Passed,97,Paid
C03994,63,Nepal,Norway,Single,3,PhD,Nurse,23,University Admission,High,IELTS 8.0,Study,Long-term,Clean,Australia,Student,0,Minor Offense,Passed,100,Paid
C76086,34,Nigeria,Kenya,Single,2,Master,Driver,10,None,Medium,IELTS 5.5,Study,Short-term,Clean,UK,Student,2,Clear,Passed,98,Paid
C16487,27,Brazil,Ethiopia,Single,1,Bachelor,Chef,28,Job Offer,Medium,IELTS 6.0,Work,Long-term,Previous Visa,Germany,Work,0,Clear,Passed,79,Paid
A00103,unknown,France,Italy,Divorced,,Master,Doctor,14,None,High,IELTS 7.5,Work,Long-term,Previous Visa,Canada,Work,0,Clear,Passed,63,Paid
C69876,55,Poland,Peru,Married,3,Master,Manager,4,Job Offer,High,IELTS 5.0,Work,Short-term,Clean,US,Work,0,Clear,Passed,99,Paid
C78104,31,Bangladesh,Denmark,Married,2,Master,Farmer,33,University Admission,Medium,TOEFL 82,PR,Permanent,Clean,UK,PR,1,Clear,Passed,80,Paid
C36595,18,Qatar,Japan,Single,3,Master,Driver,24,Job Offer,Low,IELTS 7.5,Work,Long-term,Previous Visa,Australia,Work,0,Clear,Passed,72,Paid
C02884,47,Egypt,Uruguay,Single,2,Bachelor,Teacher,8,None,High,TOEFL 112,Tourism,Short-term,Clean,US,Visitor,1,Clear,Passed,96,Paid
C97559,58,Kuwait,Argentina,Single,4,High School,Chef,33,Family Sponsor,Low,TOEFL 80,PR,Permanent,Clean,Canada,PR,0,Clear,Passed,77,Paid
C57761,19,Turkey,Ghana,Married,4,Bachelor,Sales,40,None,Low,None,Study,Short-term,Previous Visa,US,Student,0,Clear,Passed,72,Paid
C34283,26,Mexico,Ghana,Married,3,High School,Chef,5,Job Offer,High,TOEFL 89,Family,Long-term,Clean,Australia,Family,1,Clear,Passed,100,Pending
C64728,45,Vietnam,Nigeria,Widowed,4,Bachelor,Farmer,39,Job Offer,Low,IELTS 5.5,Work,Short-term,Clean,US,Work,0,Clear,Passed,75,Paid
C99826,27,South Africa,Argentina,Single,5,High School,Doctor,0,Family Sponsor,Medium,IELTS 6.5,Study,Long-term,Previous Visa,Australia,Student,1,Clear,Passed,90,Paid
C18607,40,Germany,Brazil,Single,3,PhD,Manager,35,Job Offer,Medium,IELTS 5.0,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,69,Paid
C07941,37,Chile,Egypt,Married,5,Master,Nurse,26,Job Offer,Medium,IELTS 8.5,Work,Short-term,Previous Visa,US,Work,0,Clear,Passed,92,Waived
C56229,48,Malaysia,Mexico,Married,4,PhD,Engineer,9,Job Offer,Low,None,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,83,Pending
A01716,54,,Argentina,Widowed,0,Bachelor,Manager,3,Family Sponsor,Low,IELTS 6.5,Tourism,Short-term,Clean,Germany,Visitor,0,Clear,Passed,83,Paid
C84054,32,Algeria,Ethiopia,Single,4,High School,Accountant,24,Family Sponsor,Low,IELTS 5.0,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,63,Paid
C104364,63,Malaysia,Singapore,Married,2,High School,Manager,3,University Admission,High,TOEFL 87,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,91,Paid
C106748,37,South Africa,Peru,Married,0,Bachelor,Technician,26,Job Offer,Medium,TOEFL 64,Work,Short-term,Previous Visa,US,Work,1,Clear,Passed,80,Paid
C106189,55,Portugal,Germany,Single,4,Master,Sales,9,Family Sponsor,Low,IELTS 7.0,Study,Short-term,Clean,UK,Student,0,Clear,Passed,81,Paid
C03248,52,Uruguay,Nigeria,Married,1,Bachelor,Student,32,Family Sponsor,Low,TOEFL 76,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,76,Paid
C20443,31,Norway,Bangladesh,Married,2,Master,Technician,9,Job Offer,Low,TOEFL 104,Tourism,Long-term,Clean,UK,Visitor,0,Clear,Passed,62,Paid
C53104,35,Uruguay,Canada,Married,3,Bachelor,Developer,34,None,Medium,TOEFL 75,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,62,Paid
C99037,65,UAE,Greece,Single,1,High School,Accountant,38,Job Offer,High,None,Study,Short-term,Previous Visa,UK,Student,0,Clear,Passed,82,Paid
C102421,18,Finland,Mexico,Married,4,High School,Accountant,21,Job Offer,Medium,TOEFL 95,Work,Long-term,Previous Visa,US,Work,2,Clear,Passed,96,Pending
C20496,22,Nigeria,Egypt,Married,2,Bachelor,Driver,26,University Admission,High,IELTS 7.5,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,98,Paid
C43780,32,Germany,Oman,Married,3,Master,Chef,40,Job Offer,Medium,IELTS 6.5,Work,Short-term,Clean,US,Work,0,Clear,Passed,79,Pending
C104716,53,Paraguay,Morocco,Married,2,Master,Manager,31,Job Offer,High,None,Family,Short-term,Previous Visa,US,Family,1,Clear,Passed,66,Paid
C69582,63,Peru,Chile,Single,0,Bachelor,Nurse,6,Family Sponsor,Low,IELTS 8.0,Study,Long-term,Clean,US,Student,0,Clear,Passed,65,Paid
C96071,65,Poland,Malaysia,Single,3,High School,Nurse,12,None,Medium,IELTS 5.5,Tourism,Long-term,Previous Visa,Australia,Visitor,0,Clear,Passed,100,Paid
C79227,56,Ethiopia,Netherlands,Single,4,Bachelor,Nurse,27,University Admission,Medium,TOEFL 85,Work,Long-term,Clean,UK,Work,1,Clear,Passed,60,Paid
C42957,64,Canada,Argentina,Widowed,2,Bachelor,Nurse,36,Family Sponsor,High,TOEFL 103,Work,Long-term,Clean,Australia,Work,1,Clear,Passed,68,Paid
C14090,45,Belgium,Algeria,Single,2,Master,Technician,31,None,Medium,IELTS 5.5,Work,Long-term,Clean,Germany,Work,1,Clear,Passed,91,Paid
C21119,45,Oman,New Zealand,Single,4,High School,Designer,28,None,Low,None,Family,Short-term,Clean,Canada,Family,0,Clear,Passed,87,Paid
C79710,21,Oman,France,Divorced,0,Bachelor,Doctor,7,Family Sponsor,Medium,TOEFL 89,Family,Short-term,Clean,Germany,Family,0,Clear,Passed,94,Paid
C101299,18,New Zealand,Mexico,Single,4,Bachelor,Manager,28,Family Sponsor,Medium,TOEFL 95,Study,Short-term,Clean,UK,Student,2,Clear,Passed,79,Paid
C64085,52,Switzerland,Bangladesh,Single,5,Bachelor,Farmer,19,Job Offer,Medium,TOEFL 99,Tourism,Long-term,Clean,US,Visitor,1,Clear,Passed,71,Waived
C74523,52,Ghana,Ghana,Single,3,High School,Accountant,6,Family Sponsor,Low,None,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,67,Paid
C63790,63,UK,UAE,Married,3,High School,Nurse,22,Family Sponsor,High,TOEFL 76,Family,Long-term,Previous Visa,UK,Family,0,Clear,Passed,100,Paid
C03005,28,Spain,Oman,Single,1,PhD,Developer,17,Family Sponsor,Low,IELTS 8.0,Work,Short-term,Clean,US,Work,2,Clear,Passed,81,Paid
C43212,46,Japan,Austria,Single,0,Master,Designer,26,University Admission,Medium,None,Work,Short-term,Previous Visa,US,Work,0,Clear,Passed,84,Paid
C57240,20,Austria,Colombia,Single,2,Bachelor,Student,34,Job Offer,Low,IELTS 7.5,Work,Long-term,Clean,US,Work,0,Clear,Passed,62,Paid
C76639,39,Indonesia,Kuwait,Married,4,High School,Chef,0,University Admission,High,None,PR,Permanent,Clean,Canada,PR,0,Clear,Passed,96,Paid
C66214,43,Netherlands,South Korea,Single,0,Bachelor,Farmer,0,University Admission,Medium,IELTS 8.5,Work,Short-term,Previous Visa,US,Work,0,Clear,Passed,87,Paid
C44867,63,Australia,Finland,Single,2,Master,Analyst,25,Job Offer,Low,None,Work,Long-term,Clean,US,Work,1,Clear,Passed,82,Paid
C102481,46,Philippines,Kuwait,Divorced,4,Bachelor,Driver,37,None,Medium,TOEFL 110,Study,Long-term,Clean,Canada,Student,0,Clear,Pending,70,Waived
C53051,18,Greece,UK,Single,5,High School,Technician,4,Family Sponsor,Medium,IELTS 8.0,Work,Long-term,Rejected,UK,Work,0,Clear,Passed,77,Paid
C18445,27,Venezuela,Sweden,Married,3,High School,Engineer,12,Job Offer,Medium,TOEFL 114,Study,Long-term,Clean,US,Student,0,Clear,Pending,65,Paid
C18615,42,Venezuela,Chile,Single,3,PhD,Farmer,16,None,Medium,TOEFL 92,Tourism,Long-term,Clean,Australia,Visitor,0,Clear,Passed,92,Paid
C08603,55,Morocco,Denmark,Single,3,Bachelor,Designer,8,Job Offer,Medium,TOEFL 80,Work,Long-term,Clean,UK,Work,0,Clear,Pending,94,Paid
C23411,65,Austria,Ireland,Single,2,Bachelor,Teacher,19,University Admission,Low,IELTS 7.5,Family,Long-term,Clean,Australia,Family,0,Clear,Passed,87,Paid
C67260,48,US,South Africa,Married,0,Bachelor,Engineer,24,Job Offer,Medium,IELTS 5.5,Tourism,Long-term,Previous Visa,UK,Visitor,1,Clear,Passed,84,Paid
C98150,36,Malaysia,Honduras,Married,4,Bachelor,Nurse,33,Job Offer,High,IELTS 7.5,Study,Short-term,Clean,US,Student,1,Clear,Passed,69,Paid
C04463,42,Finland,Chile,Single,1,Master,Doctor,40,Job Offer,Medium,IELTS 7.0,Work,Long-term,Previous Visa,US,Work,0,Clear,Passed,66,Paid
C88743,20,Germany,Ghana,Single,0,Bachelor,Student,39,University Admission,Medium,TOEFL 109,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,77,Paid
C90465,58,US,Netherlands,Single,0,High School,Chef,15,Family Sponsor,Low,None,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,62,Paid
C84156,28,Peru,Tunisia,Single,5,Master,Farmer,15,University Admission,Medium,IELTS 7.0,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,79,Paid
C109046,60,Netherlands,Morocco,Single,3,Bachelor,Chef,4,Job Offer,High,TOEFL 99,Special,Short-term,Clean,Australia,Special,0,Clear,Passed,94,Paid
C53306,51,UAE,Portugal,Single,4,High School,Farmer,9,None,Medium,TOEFL 94,Study,Long-term,Clean,Australia,Student,0,Clear,Passed,78,Paid
C19547,41,Philippines,Norway,Married,0,High School,Analyst,10,None,Medium,IELTS 5.0,Tourism,Short-term,Previous Visa,Australia,Visitor,0,Clear,Passed,66,Pending
A02138,32,Brazil,Atlantis,Married,5,High School,Manager,,Job Offer,Low,TOEFL 88,Family,Permanent,Clean,Canada,Family,0,Clear,Passed,65,Paid
C49867,21,Nigeria,Sweden,Married,3,Master,Engineer,34,University Admission,Medium,IELTS 5.0,Tourism,Long-term,Previous Visa,Germany,Visitor,0,Clear,Passed,76,Paid
A06108,,UAE,Algeria,Divorced,0,Master,Driver,13,None,High,IELTS 7.5,Family,Long-term,Clean,UK,Family,0,Clear,Passed,63,Paid
C69160,62,Norway,Sweden,Married,1,Bachelor,Accountant,36,Family Sponsor,High,TOEFL 110,Family,Short-term,Rejected,Australia,Family,0,Clear,Passed,97,Paid
C35119,51,Algeria,Argentina,Married,5,Master,Farmer,3,University Admission,Medium,TOEFL 115,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,71,Paid
C02279,28,South Korea,Honduras,Single,2,Bachelor,Chef,35,Family Sponsor,High,IELTS 6.5,Family,Long-term,Clean,Canada,Family,0,Clear,Passed,87,Paid
C85362,61,Ethiopia,Japan,Single,0,Master,Technician,14,University Admission,High,IELTS 6.0,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,82,Paid
C11675,45,Philippines,New Zealand,Single,0,Bachelor,Engineer,26,None,Low,TOEFL 61,Study,Long-term,Clean,Australia,Student,0,Clear,Passed,90,Paid
C43365,42,Algeria,US,Married,3,Bachelor,Accountant,11,Job Offer,Low,IELTS 6.0,Special,Long-term,Clean,Germany,Special,1,Clear,Passed,80,Paid
C88083,39,Mexico,South Korea,Single,3,Bachelor,Farmer,33,Family Sponsor,High,TOEFL 80,Study,Short-term,Clean,Canada,Student,1,Minor Offense,Passed,94,Paid
C91643,38,Singapore,Japan,Married,1,Bachelor,Nurse,28,Family Sponsor,Low,IELTS 8.5,Work,Short-term,Previous Visa,US,Work,0,Clear,Passed,66,Paid
C79739,36,China,Ghana,Divorced,4,Bachelor,Artist,15,Family Sponsor,Medium,IELTS 7.0,Work,Long-term,Clean,US,Work,0,Clear,Passed,77,Pending
C22940,64,Kuwait,Argentina,Single,4,Master,Nurse,36,Job Offer,High,IELTS 7.0,Family,Long-term,Clean,US,Family,1,Clear,Passed,91,Paid
A04410,unknown,Singapore,,Widowed,3,Bachelor,Chef,33,Family Sponsor,Low,None,Work,Permanent,Previous Visa,Canada,Visitorrr,0,Clear,Passed,72,Paid
C49128,48,Guatemala,Pakistan,Married,5,Bachelor,Accountant,33,University Admission,Low,None,Family,Short-term,Clean,US,Family,0,Clear,Passed,93,Paid
C61007,39,Greece,Argentina,Single,5,Bachelor,Analyst,34,Job Offer,Medium,TOEFL 78,Tourism,Short-term,Clean,Canada,Visitor,1,Clear,Passed,85,Paid
C46416,32,Oman,Singapore,Single,3,Bachelor,Developer,1,None,Medium,IELTS 8.0,Special,Long-term,Clean,Australia,Special,0,Clear,Pending,68,Paid
C39331,29,Kenya,Guatemala,Married,4,High School,Sales,16,University Admission,Medium,IELTS 7.0,Study,Short-term,Clean,UK,Student,0,Clear,Passed,86,Paid
C64327,34,Chile,Egypt,Single,4,Master,Driver,31,University Admission,Medium,None,Study,Short-term,Clean,UK,Student,1,Clear,Passed,74,Paid
C62859,20,Indonesia,Malaysia,Married,2,High School,Student,9,University Admission,Low,None,Family,Short-term,Clean,US,Family,0,Clear,Pending,66,Paid
C98679,62,Germany,Argentina,Married,1,PhD,Nurse,20,Family Sponsor,Medium,TOEFL 75,Work,Long-term,Clean,UK,Work,0,Clear,Passed,94,Paid
C94779,65,Nigeria,Vietnam,Widowed,2,Bachelor,Driver,23,None,Low,IELTS 7.0,Study,Long-term,Previous Visa,US,Student,2,Clear,Passed,69,Paid
C95884,59,Peru,UK,Married,3,High School,Chef,20,Family Sponsor,Low,TOEFL 60,Family,Short-term,Clean,UK,Family,1,Minor Offense,Passed,79,Paid
C66857,62,Kuwait,Turkey,Single,3,Bachelor,Engineer,38,None,Low,IELTS 8.0,Study,Short-term,Clean,US,Student,0,Clear,Passed,81,Paid
C60502,44,Switzerland,Austria,Single,4,High School,Designer,40,Job Offer,High,None,Work,Short-term,Clean,US,Work,0,Clear,Passed,73,Paid
C67646,63,Morocco,Philippines,Married,3,High School,Manager,17,University Admission,Medium,TOEFL 71,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,72,Paid
C45965,34,Malaysia,Saudi Arabia,Married,5,Master,Technician,39,None,Low,None,Family,Short-term,Clean,Canada,Family,1,Clear,Passed,66,Paid
C79912,56,Norway,Vietnam,Single,4,Master,Analyst,0,Job Offer,Low,TOEFL 79,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,78,Waived
C88104,57,UAE,Nigeria,Married,1,PhD,Farmer,16,University Admission,Medium,None,Study,Long-term,Previous Visa,US,Student,1,Clear,Passed,82,Paid
C15854,23,Norway,UK,Married,2,High School,Farmer,5,University Admission,Medium,TOEFL 103,Study,Long-term,Previous Visa,US,Student,2,Clear,Passed,82,Paid
C98575,47,South Korea,Norway,Married,0,Master,Nurse,24,University Admission,Medium,IELTS 5.0,Family,Short-term,Clean,UK,Family,3,Clear,Passed,89,Paid
C29213,26,France,Belgium,Married,4,Bachelor,Accountant,34,Job Offer,Low,IELTS 8.0,Work,Short-term,Clean,Canada,Work,0,Minor Offense,Passed,66,Paid
C77446,33,Portugal,Ireland,Single,1,Bachelor,Doctor,4,Family Sponsor,High,TOEFL 78,Tourism,Short-term,Clean,Canada,Visitor,2,Clear,Passed,92,Paid
C42294,26,Austria,Portugal,Married,0,High School,Farmer,4,University Admission,Medium,TOEFL 95,Work,Short-term,Clean,UK,Work,0,Clear,Passed,72,Paid
C84664,53,Honduras,Mexico,Single,1,Bachelor,Engineer,38,None,Medium,IELTS 8.5,Study,Short-term,Clean,UK,Student,0,Clear,Passed,74,Paid
C02076,45,Oman,Greece,Single,2,High School,Technician,15,University Admission,Medium,IELTS 7.5,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,99,Paid
C20488,45,Peru,Oman,Married,0,High School,Teacher,11,Family Sponsor,Medium,TOEFL 86,Work,Long-term,Clean,UK,Work,0,Clear,Passed,78,Paid
C21985,53,Vietnam,South Africa,Single,4,Bachelor,Driver,22,Job Offer,Medium,IELTS 6.0,Family,Long-term,Previous Visa,Canada,Family,0,Clear,Passed,94,Paid
C98142,53,Canada,Singapore,Married,4,Bachelor,Artist,13,Family Sponsor,Medium,IELTS 7.0,Study,Short-term,Clean,Australia,Student,1,Clear,Passed,71,Paid
C70250,56,Oman,Honduras,Single,2,Bachelor,Artist,40,Job Offer,Low,TOEFL 61,Tourism,Short-term,Previous Visa,Canada,Visitor,2,Clear,Passed,89,Pending
C89366,50,UK,Thailand,Single,3,Master,Designer,15,University Admission,Low,IELTS 6.0,Family,Short-term,Clean,UK,Family,0,Minor Offense,Pending,64,Paid
C94053,60,Spain,Nigeria,Married,5,Bachelor,Teacher,31,None,Medium,TOEFL 82,Work,Long-term,Previous Visa,Canada,Work,0,Clear,Passed,93,Paid
